product_name,price,sku,stock_availability,categories,tags,short_description,product_url,listing_page_number
Armaldo,£ 42.00,3328,78 in stock,Plate | Pokemon,armaldo | Battle Armor | Plate,"Armaldo is a Pokémon species that became extinct in prehistoric times. This Pokémon is said to have walked on its hind legs, which would have been more convenient for life on land.",https://scrapeme.live/shop/Armaldo/,22
Banette,£ 104.00,6213,233 in stock,Marionette | Pokemon,banette | Insomnia | Marionette,"A cursed energy permeated the stuffing of a discarded and forgotten plush doll, giving it new life as Banette. The Pokémon’s energy would escape if it were to ever open its mouth.",https://scrapeme.live/shop/Banette/,22
Castform,£ 119.00,9535,131 in stock,Pokemon | Weather,castform | Forecast | Weather,"Castform borrows the power of nature to transform itself into the guises of the sun, rain, and snow-clouds. This Pokémon’s feelings change with the weather.",https://scrapeme.live/shop/Castform/,22
Chimecho,£ 51.00,6688,43 in stock,Pokemon | Wind Chime,chimecho | Levitate | Wind Chime,"In high winds, Chimecho cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This Pokémon plucks berries with its long tail and eats them.",https://scrapeme.live/shop/Chimecho/,22
Cradily,£ 154.00,5809,183 in stock,Barnacle | Pokemon,Barnacle | cradily | Suction Cups,"Cradily’s body serves as an anchor, preventing it from being washed away in rough seas. This Pokémon secretes a strong digestive fluid from its tentacles.",https://scrapeme.live/shop/Cradily/,22
Dusclops,£ 39.00,4994,82 in stock,Beckon | Pokemon,Beckon | dusclops | Pressure,"Dusclops absorbs anything, however large the object may be. This Pokémon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops’s bidding.",https://scrapeme.live/shop/Dusclops/,22
Duskull,£ 139.00,6627,75 in stock,Pokemon | Requiem,duskull | Levitate | Requiem,Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokémon will spirit away bad children who earn scoldings from their mothers.,https://scrapeme.live/shop/Duskull/,22
Feebas,£ 194.00,6505,146 in stock,Fish | Pokemon,feebas | Fish | Oblivious,"While Feebas’s body is in tatters, it has a hardy and tenacious life force that enables it to live anywhere. However, this Pokémon is also slow and dimwitted, making it an easy catch.",https://scrapeme.live/shop/Feebas/,22
Kecleon,£ 100.00,2351,53 in stock,Color Swap | Pokemon,Color Change | Color Swap | kecleon,"Kecleon alters its body coloration to blend in with its surroundings, allowing it to sneak up on its prey unnoticed. Then it lashes out with its long, stretchy tongue to instantly ensnare the unsuspecting target.",https://scrapeme.live/shop/Kecleon/,22
Lileep,£ 87.00,2965,268 in stock,Pokemon | Sea Lily,lileep | Sea Lily | Suction Cups,"Lileep is an ancient Pokémon that was regenerated from a fossil. It remains permanently anchored to a rock. From its immobile perch, this Pokémon intently scans for prey with its two eyes.",https://scrapeme.live/shop/Lileep/,22
Milotic,£ 152.00,4867,79 in stock,Pokemon | Tender,Marvel Scale | milotic | Tender,"Milotic live at the bottom of large lakes. When this Pokémon’s body glows a vivid pink, it releases a pulsing wave of energy that brings soothing calm to troubled hearts.",https://scrapeme.live/shop/Milotic/,22
Shuppet,£ 174.00,7348,138 in stock,Pokemon | Puppet,Insomnia | Puppet | shuppet,"Shuppet grows by feeding on dark emotions, such as vengefulness and envy, in the hearts of people. It roams through cities in search of grudges that taint people.",https://scrapeme.live/shop/Shuppet/,22
Tropius,£ 196.00,7266,66 in stock,Fruit | Pokemon,Chlorophyll | fruit | tropius,Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokémon flies by flapping the leaves on its back as if they were wings.,https://scrapeme.live/shop/Tropius/,22
Wynaut,£ 168.00,9836,155 in stock,Bright | Pokemon,Bright | Shadow Tag | wynaut,"Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed, this Pokémon gains endurance and is trained to dole out powerful counterattacks.",https://scrapeme.live/shop/Wynaut/,22
Bagon,£ 34.00,3372,232 in stock,Pokemon | Rock Head,bagon | Rock Head,"Bagon harbors a never-ending dream of one day soaring high among the clouds. As if trying to dispel its frustration over its inability to fly, this Pokémon slams its hard head against huge rocks and shatters them into pebbles.",https://scrapeme.live/shop/Bagon/,23
Beldum,£ 122.00,3484,93 in stock,Iron Ball | Pokemon,beldum | Clear Body | Iron Ball,"Beldum keeps itself floating by generating a magnetic force that repels earth’s natural magnetism. When it sleeps, this Pokémon anchors itself to a cliff using the hooks on its rear.",https://scrapeme.live/shop/Beldum/,23
Clamperl,£ 48.00,2967,139 in stock,Bivalve | Pokemon,Bivalve | clamperl | Shell Armor,"Clamperl grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this Pokémon is getting close to evolution.",https://scrapeme.live/shop/Clamperl/,23
Glalie,£ 178.00,8582,14 in stock,Face | Pokemon,Face | glalie | Inner Focus,"Glalie has the ability to freely control ice. For example, it can instantly freeze its prey solid. After immobilizing its prey in ice, this Pokémon enjoys eating it in leisurely fashion.",https://scrapeme.live/shop/Glalie/,23
Gorebyss,£ 150.00,9428,165 in stock,Pokemon | South Sea,gorebyss | South Sea | Swift Swim,"Although Gorebyss is the very picture of elegance and beauty while swimming, it is also cruel. When it spots prey, this Pokémon inserts its thin mouth into the prey’s body and drains the prey of its body fluids.",https://scrapeme.live/shop/Gorebyss/,23
Huntail,£ 52.00,2805,54 in stock,Deep Sea | Pokemon,Deep Sea | huntail | Swift Swim,"Huntail’s tail is shaped like a fish. It uses the tail to attract prey, then swallows the prey whole with its large, gaping mouth. This Pokémon swims by wiggling its slender body like a snake.",https://scrapeme.live/shop/Huntail/,23
Luvdisc,£ 44.00,4868,190 in stock,Pokemon | Rendezvous,luvdisc | Rendezvous | Swift Swim,Luvdisc’s heart-shaped body is a symbol of love and romance. It is said that any couple meeting this Pokémon is promised a loving relationship that never ends.,https://scrapeme.live/shop/Luvdisc/,23
Metagross,£ 170.00,8825,177 in stock,Iron Leg | Pokemon,Clear Body | Iron Leg | metagross,"Metagross is the result of two Metang achieving fusion. When hunting, this Pokémon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach.",https://scrapeme.live/shop/Metagross/,23
Metang,£ 78.00,6906,227 in stock,Iron Claw | Pokemon,Clear Body | Iron Claw | metang,"When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokémon turns its arms to the rear for traveling at high speed.",https://scrapeme.live/shop/Metang/,23
Relicanth,£ 157.00,7988,14 in stock,Longevity | Pokemon,Longevity | relicanth | Rock Head,Relicanth is a rare species that was discovered in deep-sea explorations. This Pokémon’s body withstands the enormous water pressure of the ocean depths. Its body is covered in tough scales that are like craggy rocks.,https://scrapeme.live/shop/Relicanth/,23
Salamence,£ 62.00,7686,242 in stock,Dragon | Pokemon,Dragon | Intimidate | salamence,"By evolving into Salamence, this Pokémon finally realizes its long-held dream of growing wings. To express its joy, it flies and wheels all over the sky while spouting flames from its mouth.",https://scrapeme.live/shop/Salamence/,23
Sealeo,£ 160.00,4231,171 in stock,Ball Roll | Pokemon,Ball Roll | sealeo | Thick Fat,"Sealeo often balances and rolls things on the tip of its nose. While the Pokémon is rolling something, it checks the object’s aroma and texture to determine whether it likes the object or not.",https://scrapeme.live/shop/Sealeo/,23
Shelgon,£ 56.00,1384,76 in stock,Endurance | Pokemon,Endurance | Rock Head | shelgon,"Covering Shelgon’s body are outgrowths much like bones. The shell is very hard and bounces off enemy attacks. When awaiting evolution, this Pokémon hides away in a cavern.",https://scrapeme.live/shop/Shelgon/,23
Snorunt,£ 82.00,1099,80 in stock,Pokemon | Snow Hat,Inner Focus | snorunt | Snow Hat,Snorunt survives by eating only snow and ice. Old folklore claims that a house visited by this Pokémon is sure to prosper for many generations to come.,https://scrapeme.live/shop/Snorunt/,23
Spheal,£ 193.00,7748,170 in stock,Clap | Pokemon,Clap | spheal | Thick Fat,"Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives, this Pokémon can be seen rolling about on ice and crossing the sea.",https://scrapeme.live/shop/Spheal/,23
Walrein,£ 27.00,1600,226 in stock,Ice Break | Pokemon,Ice Break | Thick Fat | walrein,"Walrein swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly.",https://scrapeme.live/shop/Walrein/,23
Chimchar,£ 143.00,5021,242 in stock,Chimp | Pokemon,Blaze | chimchar | Chimp,The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.,https://scrapeme.live/shop/Chimchar/,24
Grotle,£ 154.00,7359,187 in stock,Grove | Pokemon,grotle | Grove | Overgrow,It knows where pure water wells up. It carries fellow Pokémon there on its back.,https://scrapeme.live/shop/Grotle/,24
Groudon,£ 124.00,6626,138 in stock,Continent | Pokemon,Continent | Drought | groudon,"Through Primal Reversion and with nature’s full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world.",https://scrapeme.live/shop/Groudon/,24
Infernape,£ 165.00,3225,82 in stock,Flame | Pokemon,Blaze | Flame | infernape,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,https://scrapeme.live/shop/Infernape/,24
Jirachi,£ 111.00,7952,294 in stock,Pokemon | Wish,jirachi | Serene Grace | Wish,Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.,https://scrapeme.live/shop/Jirachi/,24
Kyogre,£ 27.00,5206,136 in stock,Pokemon | Sea Basin,Drizzle | kyogre | Sea Basin,"Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature.",https://scrapeme.live/shop/Kyogre/,24
Latias,£ 126.00,5077,245 in stock,Eon | Pokemon,Eon | latias | Levitate,Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.,https://scrapeme.live/shop/Latias/,24
Latios,£ 166.00,7850,197 in stock,Eon | Pokemon,Eon | latios | Levitate,Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.,https://scrapeme.live/shop/Latios/,24
Monferno,£ 68.00,8413,299 in stock,Playful | Pokemon,Blaze | monferno | Playful,It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.,https://scrapeme.live/shop/Monferno/,24
Prinplup,£ 177.00,5785,52 in stock,Penguin | Pokemon,Penguin | prinplup | Torrent,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,https://scrapeme.live/shop/Prinplup/,24
Rayquaza,£ 97.00,5410,31 in stock,Pokemon | Sky High,Air Lock | rayquaza | Sky High,"It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve.",https://scrapeme.live/shop/Rayquaza/,24
Regice,£ 165.00,2261,107 in stock,Iceberg | Pokemon,Clear Body | Iceberg | regice,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold, it will not melt even if it is immersed in magma.",https://scrapeme.live/shop/Regice/,24
Regirock,£ 66.00,5687,65 in stock,Pokemon | Rock Peak,Clear Body | regirock | Rock Peak,"Regirock’s body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations.",https://scrapeme.live/shop/Regirock/,24
Registeel,£ 196.00,6723,67 in stock,Iron | Pokemon,Clear Body | Iron | registeel,Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.,https://scrapeme.live/shop/Registeel/,24
Torterra,£ 87.00,8373,146 in stock,Continent | Pokemon,Continent | Overgrow | torterra,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,https://scrapeme.live/shop/Torterra/,24
Turtwig,£ 101.00,8788,254 in stock,Pokemon | Tiny Leaf,Overgrow | Tiny Leaf | turtwig,"It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty.",https://scrapeme.live/shop/Turtwig/,24
Bibarel,£ 114.00,6844,156 in stock,Beaver | Pokemon,Beaver | bibarel | Simple,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,https://scrapeme.live/shop/Bibarel/,25
Bidoof,£ 128.00,1171,264 in stock,Plump Mouse | Pokemon,bidoof | Plump Mouse | Simple,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,https://scrapeme.live/shop/Bidoof/,25
Budew,£ 171.00,3438,62 in stock,Bud | Pokemon,Bud | budew | Poison Point,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.",https://scrapeme.live/shop/Budew/,25
Cranidos,£ 47.00,8627,98 in stock,Head Butt | Pokemon,cranidos | Head Butt | Mold Breaker,"A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts.",https://scrapeme.live/shop/Cranidos/,25
Empoleon,£ 42.00,2449,232 in stock,Emperor | Pokemon,Emperor | empoleon | Torrent,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,https://scrapeme.live/shop/Empoleon/,25
Kricketot,£ 94.00,9812,137 in stock,Cricket | Pokemon,Cricket | kricketot | Shed Skin,"When its antennae hit each other, it sounds like the music of a xylophone.",https://scrapeme.live/shop/Kricketot/,25
Kricketune,£ 53.00,8726,186 in stock,Cricket | Pokemon,Cricket | kricketune | Swarm,It signals its emotions with its melodies. Scientists are studying these melodic patterns.,https://scrapeme.live/shop/Kricketune/,25
Luxio,£ 168.00,9734,222 in stock,Pokemon | Spark,Intimidate | luxio | Spark,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,https://scrapeme.live/shop/Luxio/,25
Luxray,£ 43.00,4317,227 in stock,Gleam Eyes | Pokemon,Gleam Eyes | Intimidate | luxray,Luxray’s ability to see through objects comes in handy when it’s scouting for danger.,https://scrapeme.live/shop/Luxray/,25
Rampardos,£ 196.00,3536,91 in stock,Head Butt | Pokemon,Head Butt | Mold Breaker | rampardos,Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.,https://scrapeme.live/shop/Rampardos/,25
Roserade,£ 155.00,7696,116 in stock,Bouquet | Pokemon,Bouquet | Poison Point | roserade,"With the movements of a dancer, it strikes with whips that are densely lined with poison thorns.",https://scrapeme.live/shop/Roserade/,25
Shieldon,£ 42.00,9942,284 in stock,Pokemon | Shield,Shield | shieldon | Sturdy,It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face.,https://scrapeme.live/shop/Shieldon/,25
Shinx,£ 149.00,1507,295 in stock,Flash | Pokemon,Flash | Intimidate | shinx,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,https://scrapeme.live/shop/Shinx/,25
Staraptor,£ 42.00,9866,131 in stock,Pokemon | Predator,Intimidate | Predator | staraptor,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.",https://scrapeme.live/shop/Staraptor/,25
Staravia,£ 158.00,1799,263 in stock,Pokemon | Starling,Intimidate | staravia | Starling,It lives in forests and fields. Squabbles over territory occur when flocks collide.,https://scrapeme.live/shop/Staravia/,25
Starly,£ 59.00,3055,110 in stock,Pokemon | Starling,Keen Eye | Starling | starly,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.",https://scrapeme.live/shop/Starly/,25
Ambipom,£ 36.00,9199,247 in stock,Long Tail | Pokemon,ambipom | Long Tail | Pickup,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.",https://scrapeme.live/shop/Ambipom/,26
Bastiodon,£ 191.00,6537,14 in stock,Pokemon | Shield,bastiodon | Shield | Sturdy,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,https://scrapeme.live/shop/Bastiodon/,26
Buizel,£ 55.00,9044,62 in stock,Pokemon | Sea Weasel,buizel | Sea Weasel | Swift Swim,It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.,https://scrapeme.live/shop/Buizel/,26
Buneary,£ 180.00,6054,204 in stock,Pokemon | Rabbit,buneary | Rabbit | Run Away,"When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur.",https://scrapeme.live/shop/Buneary/,26
Burmy,£ 91.00,6129,266 in stock,Bagworm | Pokemon,Bagworm | burmy | Shed Skin,"If its cloak is broken in battle, it quickly remakes the cloak with materials nearby.",https://scrapeme.live/shop/Burmy/,26
Cherrim,£ 161.00,2914,143 in stock,Blossom | Pokemon,Blossom | cherrim | Flower Gift,"If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body.",https://scrapeme.live/shop/Cherrim/,26
Cherubi,£ 101.00,5681,127 in stock,Cherry | Pokemon,Cherry | cherubi | Chlorophyll,It evolves by sucking the energy out of the small ball where it had been storing nutrients.,https://scrapeme.live/shop/Cherubi/,26
Combee,£ 111.00,7856,254 in stock,Pokemon | Tiny Bee,combee | Honey Gather | Tiny Bee,"It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep.",https://scrapeme.live/shop/Combee/,26
Drifblim,£ 36.00,9301,233 in stock,Blimp | Pokemon,Aftermath | Blimp | drifblim,"It’s drowsy in daytime, but flies off in the evening in big groups. No one knows where they go.",https://scrapeme.live/shop/Drifblim/,26
Drifloon,£ 70.00,6748,84 in stock,Balloon | Pokemon,Aftermath | Balloon | drifloon,These Pokémon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish.,https://scrapeme.live/shop/Drifloon/,26
Floatzel,£ 40.00,4591,116 in stock,Pokemon | Sea Weasel,floatzel | Sea Weasel | Swift Swim,Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.,https://scrapeme.live/shop/Floatzel/,26
Gastrodon,£ 148.00,8490,119 in stock,Pokemon | Sea Slug,gastrodon | Sea Slug | Sticky Hold,It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.,https://scrapeme.live/shop/Gastrodon/,26
Mothim,£ 177.00,2443,151 in stock,Moth | Pokemon,Moth | mothim | Swarm,It flutters around at night and steals honey from the Combee hive.,https://scrapeme.live/shop/Mothim/,26
Pachirisu,£ 151.00,2264,86 in stock,EleSquirrel | Pokemon,EleSquirrel | pachirisu | Run Away,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,https://scrapeme.live/shop/Pachirisu/,26
Shellos,£ 163.00,4538,149 in stock,Pokemon | Sea Slug,Sea Slug | shellos | Sticky Hold,"Its shape and coloration vary, depending on its habitat.",https://scrapeme.live/shop/Shellos/,26
Vespiquen,£ 104.00,1078,123 in stock,Beehive | Pokemon,Beehive | Pressure | vespiquen,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,https://scrapeme.live/shop/Vespiquen/,26
Bonsly,£ 106.00,2897,273 in stock,Bonsai | Pokemon,Bonsai | bonsly | Rock Head,It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.,https://scrapeme.live/shop/Bonsly/,27
Bronzong,£ 110.00,3873,191 in stock,Bronze Bell | Pokemon,Bronze Bell | bronzong | Levitate,Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.,https://scrapeme.live/shop/Bronzong/,27
Chatot,£ 78.00,1336,261 in stock,Music Note | Pokemon,chatot | Keen Eye | Music Note,"It can learn and speak human words. If they gather, they all learn the same saying.",https://scrapeme.live/shop/Chatot/,27
Gabite,£ 154.00,4593,128 in stock,Cave | Pokemon,Cave | gabite | Sand Veil,"As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest.",https://scrapeme.live/shop/Gabite/,27
Garchomp,£ 62.00,8222,65 in stock,Mach | Pokemon,garchomp | Mach | Sand Veil,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.,https://scrapeme.live/shop/Garchomp/,27
Gible,£ 194.00,6182,178 in stock,Land Shark | Pokemon,gible | Land Shark | Sand Veil,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.",https://scrapeme.live/shop/Gible/,27
Glameow,£ 39.00,5014,96 in stock,Catty | Pokemon,Catty | glameow | Limber,"When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon.",https://scrapeme.live/shop/Glameow/,27
Happiny,£ 67.00,4766,270 in stock,Playhouse | Pokemon,happiny | Natural Cure | Playhouse,"It carefully carries a round, white rock that it thinks is an egg. It’s bothered by how curly its hair looks.",https://scrapeme.live/shop/Happiny/,27
Honchkrow,£ 47.00,7873,56 in stock,Big Boss | Pokemon,Big Boss | honchkrow | Insomnia,"Becoming active at night, it is known to swarm with numerous Murkrow in tow.",https://scrapeme.live/shop/Honchkrow/,27
Lopunny,£ 123.00,1079,85 in stock,Pokemon | Rabbit,Cute Charm | lopunny | Rabbit,"The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs.",https://scrapeme.live/shop/Lopunny/,27
Mime-jr,£ 170.00,3409,188 in stock,Mime | Pokemon,Mime | mime-jr | Soundproof,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.",https://scrapeme.live/shop/Mime-jr/,27
Mismagius,£ 38.00,7198,215 in stock,Magical | Pokemon,Levitate | Magical | mismagius,Its cries sound like incantations to torment the foe. It appears where you least expect it.,https://scrapeme.live/shop/Mismagius/,27
Purugly,£ 128.00,6724,158 in stock,Pokemon | Tiger Cat,Own Tempo | purugly | Tiger Cat,"To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails.",https://scrapeme.live/shop/Purugly/,27
Skuntank,£ 112.00,6511,56 in stock,Pokemon | Skunk,Skunk | skuntank | Stench,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.,https://scrapeme.live/shop/Skuntank/,27
Spiritomb,£ 165.00,7680,51 in stock,Forbidden | Pokemon,Forbidden | Pressure | spiritomb,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.,https://scrapeme.live/shop/Spiritomb/,27
Stunky,£ 106.00,7336,12 in stock,Pokemon | Skunk,Skunk | Stench | stunky,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,https://scrapeme.live/shop/Stunky/,27
Abomasnow,£ 46.00,1468,61 in stock,Frost Tree | Pokemon,abomasnow | Frost Tree | Snow Warning,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.,https://scrapeme.live/shop/Abomasnow/,28
Carnivine,£ 60.00,3611,245 in stock,Bug Catcher | Pokemon,Bug Catcher | carnivine | Levitate,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.,https://scrapeme.live/shop/Carnivine/,28
Croagunk,£ 145.00,7116,207 in stock,Pokemon | Toxic Mouth,croagunk | Dry Skin | Toxic Mouth,"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.",https://scrapeme.live/shop/Croagunk/,28
Drapion,£ 72.00,6958,273 in stock,Ogre Scorpion | Pokemon,drapion | Ogre Scorpion | Sniper,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,https://scrapeme.live/shop/Drapion/,28
Finneon,£ 172.00,1938,66 in stock,Pokemon | Wing Fish,finneon | Swift Swim | Wing Fish,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.",https://scrapeme.live/shop/Finneon/,28
Hippopotas,£ 189.00,2949,231 in stock,Hippo | Pokemon,Hippo | hippopotas | Sand Stream,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.,https://scrapeme.live/shop/Hippopotas/,28
Hippowdon,£ 140.00,4356,273 in stock,Heavyweight | Pokemon,Heavyweight | hippowdon | Sand Stream,It blasts internally stored sand from ports on its body to create a towering twister for attack.,https://scrapeme.live/shop/Hippowdon/,28
Lucario,£ 102.00,1059,24 in stock,Aura | Pokemon,Aura | Inner Focus | lucario,"By reading the auras of all things, it can tell how others are feeling from over half a mile away.",https://scrapeme.live/shop/Lucario/,28
Lumineon,£ 72.00,6600,76 in stock,Neon | Pokemon,lumineon | Neon | Swift Swim,"To avoid detection by predators, it crawls along the seafloor using the two fins on its chest.",https://scrapeme.live/shop/Lumineon/,28
Magnezone,£ 190.00,1538,108 in stock,Magnet Area | Pokemon,Magnet Area | magnezone | Sturdy,It evolved from exposure to a special magnetic field. Three units generate magnetism.,https://scrapeme.live/shop/Magnezone/,28
Mantyke,£ 121.00,5241,117 in stock,Kite | Pokemon,Kite | mantyke | Water Absorb,"When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back.",https://scrapeme.live/shop/Mantyke/,28
Munchlax,£ 190.00,3240,239 in stock,Big Eater | Pokemon,Big Eater | munchlax | Pickup,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.,https://scrapeme.live/shop/Munchlax/,28
Riolu,£ 70.00,6986,86 in stock,Emanation | Pokemon,Emanation | Inner Focus | riolu,The aura that emanates from its body intensifies to alert others if it is afraid or sad.,https://scrapeme.live/shop/Riolu/,28
Skorupi,£ 51.00,8128,42 in stock,Pokemon | Scorpion,Scorpion | skorupi | Sniper,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.,https://scrapeme.live/shop/Skorupi/,28
Snover,£ 104.00,3404,143 in stock,Frost Tree | Pokemon,Frost Tree | snover | Snow Warning,"In the spring, it grows berries with the texture of frozen treats around its belly.",https://scrapeme.live/shop/Snover/,28
Toxicroak,£ 145.00,4991,108 in stock,Pokemon | Toxic Mouth,Dry Skin | Toxic Mouth | toxicroak,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,https://scrapeme.live/shop/Toxicroak/,28
Dusknoir,£ 158.00,1866,171 in stock,Gripper | Pokemon,dusknoir | Gripper | Pressure,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,https://scrapeme.live/shop/Dusknoir/,29
Electivire,£ 61.00,5656,155 in stock,Pokemon | Thunderbolt,electivire | Motor Drive | Thunderbolt,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.",https://scrapeme.live/shop/Electivire/,29
Froslass,£ 86.00,1920,67 in stock,Pokemon | Snow Land,froslass | Snow Cloak | Snow Land,Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.,https://scrapeme.live/shop/Froslass/,29
Gallade,£ 149.00,8023,271 in stock,Blade | Pokemon,Blade | gallade | Steadfast,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",https://scrapeme.live/shop/Gallade/,29
Glaceon,£ 142.00,1234,27 in stock,Fresh Snow | Pokemon,Fresh Snow | glaceon | Snow Cloak,It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.,https://scrapeme.live/shop/Glaceon/,29
Gliscor,£ 28.00,4537,60 in stock,Fang Scorpion | Pokemon,Fang Scorpion | gliscor | Sand Veil,Its flight is soundless. It uses its lengthy tail to carry off its prey… Then its elongated fangs do the rest.,https://scrapeme.live/shop/Gliscor/,29
Leafeon,£ 93.00,2585,295 in stock,Pokemon | Verdant,Leaf Guard | leafeon | Verdant,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.",https://scrapeme.live/shop/Leafeon/,29
Lickilicky,£ 101.00,5442,125 in stock,Licking | Pokemon,lickilicky | Licking | Oblivious,Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.,https://scrapeme.live/shop/Lickilicky/,29
Magmortar,£ 200.00,4979,149 in stock,Blast | Pokemon,Blast | Flame Body | magmortar,"It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.",https://scrapeme.live/shop/Magmortar/,29
Mamoswine,£ 104.00,6994,284 in stock,Pokemon | Twin Tusk,mamoswine | Oblivious | Twin Tusk,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,https://scrapeme.live/shop/Mamoswine/,29
Probopass,£ 181.00,9871,141 in stock,Compass | Pokemon,Compass | probopass | Sturdy,It freely controls three small units called Mini-Noses using magnetic force.,https://scrapeme.live/shop/Probopass/,29
Rhyperior,£ 79.00,1070,161 in stock,Drill | Pokemon,Drill | Lightning Rod | rhyperior,It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.,https://scrapeme.live/shop/Rhyperior/,29
